,freq,prob
ʃɔʏ,2,1.9789e-06
ʃɪl,2,1.9789e-06
ʃɪçts,2,1.9789e-06
ʃɛːm,2,1.9789e-06
ʃəŋ,2,1.9789e-06
ɒiːɐt,2,1.9789e-06
ɒeːn,2,1.9789e-06
ɒeːɐss,2,1.9789e-06
ɒark,2,1.9789e-06
ɒaʊfs,2,1.9789e-06
ɒaɪlt,2,1.9789e-06
ɒaɪçt,2,1.9789e-06
ɒaːmmt,2,1.9789e-06
ɒɔʏl,2,1.9789e-06
ɒɔɐnt,2,1.9789e-06
ɒɪŋ,2,1.9789e-06
ɒɛɐs,2,1.9789e-06
ɒə,2,1.9789e-06
ɒœɐt,2,1.9789e-06
ɔsk,2,1.9789e-06
ɔlt,2,1.9789e-06
ɔlf,2,1.9789e-06
ɔɐn,2,1.9789e-06
ŋt,2,1.9789e-06
ŋs,2,1.9789e-06
ŋɔx,2,1.9789e-06
ŋɔh,2,1.9789e-06
ɪts,2,1.9789e-06
ɪŋɡ,2,1.9789e-06
ɪɐt,2,1.9789e-06
ɛtʃ,2,1.9789e-06
ɛps,2,1.9789e-06
ɛnts,2,1.9789e-06
ɛŋk,2,1.9789e-06
ɛɐns,2,1.9789e-06
ɛɐn,2,1.9789e-06
çiː,2,1.9789e-06
çaːp,2,1.9789e-06
çaːm,2,1.9789e-06
çɛɐ,2,1.9789e-06
əlts,2,1.9789e-06
<usbʼ,2,1.9789e-06
ɐnt,2,1.9789e-06
øːɐn,2,1.9789e-06
zyːç,1,9.895e-07
zuŋ,1,9.895e-07
zuːs,1,9.895e-07
zuːkt,1,9.895e-07
zuːk,1,9.895e-07
ztsə,1,9.895e-07
zts,1,9.895e-07
zoːp,1,9.895e-07
zoːf,1,9.895e-07
zoːɐ,1,9.895e-07
znh,1,9.895e-07
znan,1,9.895e-07
znə,1,9.895e-07
zja,1,9.895e-07
zjʊs,1,9.895e-07
zjʊm,1,9.895e-07
ziːtsç,1,9.895e-07
zen,1,9.895e-07
zem,1,9.895e-07
zeːl,1,9.895e-07
zeɐ,1,9.895e-07
zaz,1,9.895e-07
zap,1,9.895e-07
zaft,1,9.895e-07
zaf,1,9.895e-07
zaʊkt,1,9.895e-07
zaŋkt,1,9.895e-07
zaɪɒ,1,9.895e-07
zaːs,1,9.895e-07
zaːr,1,9.895e-07
zaːn,1,9.895e-07
zʏks,1,9.895e-07
zʏç,1,9.895e-07
zʊp,1,9.895e-07
zʊl,1,9.895e-07
zɔnts,1,9.895e-07
zɔnss,1,9.895e-07
zɔnsp,1,9.895e-07
zɔk,1,9.895e-07
zɔʏm,1,9.895e-07
zɔʏl,1,9.895e-07
zɔɐt,1,9.895e-07
zɪtʃ,1,9.895e-07
zɪnɒ,1,9.895e-07
zɪkst,1,9.895e-07
zɪŋt,1,9.895e-07
zɛ̃ːs,1,9.895e-07
zɛ̃ː,1,9.895e-07
zɛtss,1,9.895e-07
zɛmp,1,9.895e-07
zɛŋks,1,9.895e-07
zɛçt,1,9.895e-07
zɛːt,1,9.895e-07
zɛɐf,1,9.895e-07
zəlt,1,9.895e-07
zəʃ,1,9.895e-07
zɐt,1,9.895e-07
xttsɛn,1,9.895e-07
xttsən,1,9.895e-07
xtsn,1,9.895e-07
xts,1,9.895e-07
xtns,1,9.895e-07
xtʊnt,1,9.895e-07
xtɒʊn,1,9.895e-07
xtə,1,9.895e-07
xtɐ,1,9.895e-07
xaː,1,9.895e-07
xʊŋs,1,9.895e-07
xʊ,1,9.895e-07
xɒyː,1,9.895e-07
xɒeːɐ,1,9.895e-07
xɒat,1,9.895e-07
xɒal,1,9.895e-07
xɒɛɐ,1,9.895e-07
xɪn,1,9.895e-07
xɪks,1,9.895e-07
xɪç,1,9.895e-07
wiːn,1,9.895e-07
waɪn,1,9.895e-07
vyːs,1,9.895e-07
vuː,1,9.895e-07
vraʊ,1,9.895e-07
vots,1,9.895e-07
voːnst,1,9.895e-07
voːns,1,9.895e-07
voːls,1,9.895e-07
voːk,1,9.895e-07
vjuːɐ,1,9.895e-07
vjar,1,9.895e-07
vjɛɐ,1,9.895e-07
vjən,1,9.895e-07
vil,1,9.895e-07
viːf,1,9.895e-07
veːs,1,9.895e-07
veːr,1,9.895e-07
veːlɒ,1,9.895e-07
veːɡ,1,9.895e-07
veːf,1,9.895e-07
veːçt,1,9.895e-07
vãːs,1,9.895e-07
vã,1,9.895e-07
vats,1,9.895e-07
vasç,1,9.895e-07
vars,1,9.895e-07
vah,1,9.895e-07
vaf,1,9.895e-07
vaɪss,1,9.895e-07
vaɪp,1,9.895e-07
vaɪlt,1,9.895e-07
vaɪft,1,9.895e-07
vaɪçt,1,9.895e-07
vaːnt,1,9.895e-07
vaːd,1,9.895e-07
vaːɐ,1,9.895e-07
vʏɐŋ,1,9.895e-07
vʊts,1,9.895e-07
vʊps,1,9.895e-07
vʊm,1,9.895e-07
vʊɐs,1,9.895e-07
vʊɐf,1,9.895e-07
vɔnt,1,9.895e-07
vɔhs,1,9.895e-07
vɔʃ,1,9.895e-07
vɪz,1,9.895e-07
vɪtst,1,9.895e-07
vɪst,1,9.895e-07
vɪŋ,1,9.895e-07
vɪɐts,1,9.895e-07
vɪɐst,1,9.895e-07
vɪɐkt,1,9.895e-07
vɪɐft,1,9.895e-07
vɛtst,1,9.895e-07
vɛmp,1,9.895e-07
vɛltst,1,9.895e-07
vɛlts,1,9.895e-07
vɛkt,1,9.895e-07
vɛŋt,1,9.895e-07
vɛːnt,1,9.895e-07
vɛɐt,1,9.895e-07
vɛɐmt,1,9.895e-07
vɛɐm,1,9.895e-07
vəns,1,9.895e-07
vœlkt,1,9.895e-07
vœl,1,9.895e-07
vœçç,1,9.895e-07
vœɐp,1,9.895e-07
vœɐlt,1,9.895e-07
vœɐl,1,9.895e-07
vɐn,1,9.895e-07
vøːs,1,9.895e-07
vøːŋ,1,9.895e-07
vø,1,9.895e-07
ux,1,9.895e-07
uːf,1,9.895e-07
tvan,1,9.895e-07
tuːts,1,9.895e-07
tuːst,1,9.895e-07
tuːd,1,9.895e-07
tsyːl,1,9.895e-07
tsy,1,9.895e-07
tsvoːt,1,9.895e-07
tsvoːm,1,9.895e-07
tsvantsç,1,9.895e-07
tsvaŋs,1,9.895e-07
tsvaŋ,1,9.895e-07
tsvɪs,1,9.895e-07
tsvɪ,1,9.895e-07
tsvɛŋt,1,9.895e-07
tsvɛɐ,1,9.895e-07
tsvɛ,1,9.895e-07
tsum,1,9.895e-07
tsuf,1,9.895e-07
tsub,1,9.895e-07
tsuʃ,1,9.895e-07
tsuːn,1,9.895e-07
tsuːkf,1,9.895e-07
tsteː,1,9.895e-07
tstaːks,1,9.895e-07
tstɪn,1,9.895e-07
tstə,1,9.895e-07
tsoːɡ,1,9.895e-07
tsmç,1,9.895e-07
tskʊn,1,9.895e-07
tskɛɐn,1,9.895e-07
tsjʊm,1,9.895e-07
tsjøːs,1,9.895e-07
tsiːr,1,9.895e-07
tsiːɡ,1,9.895e-07
tsiːŋsv,1,9.895e-07
tsiːŋ,1,9.895e-07
tsfoːɐ,1,9.895e-07
tsfɛː,1,9.895e-07
tseːt,1,9.895e-07
tseːs,1,9.895e-07
tsat,1,9.895e-07
tsapf,1,9.895e-07
tsamt,1,9.895e-07
tsaɪts,1,9.895e-07
tsaːm,1,9.895e-07
tsʏn,1,9.895e-07
tsʏl,1,9.895e-07
tsʏkt,1,9.895e-07
tsʊx,1,9.895e-07
tsʊpft,1,9.895e-07
tsʊp,1,9.895e-07
tsʊk,1,9.895e-07
tsʊʃ,1,9.895e-07
tsɒuːɐ,1,9.895e-07
tsɒoː,1,9.895e-07
tsɒe,1,9.895e-07
tsɒan,1,9.895e-07
tsɔl,1,9.895e-07
tsɔk,1,9.895e-07
tsɔfs,1,9.895e-07
tsɔʏt,1,9.895e-07
tsɔʏm,1,9.895e-07
tsɔʏkt,1,9.895e-07
tsɪmç,1,9.895e-07
tsɪŋjs,1,9.895e-07
tsɛr,1,9.895e-07
tsɛpt,1,9.895e-07
tsɛːl,1,9.895e-07
tryː,1,9.895e-07
truŋk,1,9.895e-07
truːk,1,9.895e-07
troːs,1,9.895e-07
troːf,1,9.895e-07
treːn,1,9.895e-07
tran,1,9.895e-07
traʊt,1,9.895e-07
traʊns,1,9.895e-07
traɪpt,1,9.895e-07
traːp,1,9.895e-07
traːkt,1,9.895e-07
trʊp,1,9.895e-07
trɔʏt,1,9.895e-07
trɪk,1,9.895e-07
trɪçt,1,9.895e-07
trɛnh,1,9.895e-07
trɛkt,1,9.895e-07
trɛk,1,9.895e-07
trɛːs,1,9.895e-07
trɛːn,1,9.895e-07
toːt,1,9.895e-07
toːsts,1,9.895e-07
toːm,1,9.895e-07
tls,1,9.895e-07
tjuːt,1,9.895e-07
tjal,1,9.895e-07
tjɛː,1,9.895e-07
tiːt,1,9.895e-07
tiːp,1,9.895e-07
tiːns,1,9.895e-07
tiːfs,1,9.895e-07
tiːçt,1,9.895e-07
tiːçs,1,9.895e-07
tiːɐd,1,9.895e-07
tf,1,9.895e-07
teːls,1,9.895e-07
taxt,1,9.895e-07
tans,1,9.895e-07
taks,1,9.895e-07
taʊt,1,9.895e-07
taːlt,1,9.895e-07
taːls,1,9.895e-07
taːɡŋ,1,9.895e-07
taːd,1,9.895e-07
tʏs,1,9.895e-07
tʏk,1,9.895e-07
tʏɐ,1,9.895e-07
tʊms,1,9.895e-07
tʊls,1,9.895e-07
tʊk,1,9.895e-07
tʃteːt,1,9.895e-07
tʃtat,1,9.895e-07
tʃtan,1,9.895e-07
tʃtʊn,1,9.895e-07
tʃtɛt,1,9.895e-07
tʃpl,1,9.895e-07
tʃpiːl,1,9.895e-07
tʃoː,1,9.895e-07
tʃeːt,1,9.895e-07
tʃat,1,9.895e-07
tʃar,1,9.895e-07
tʃants,1,9.895e-07
tʃant,1,9.895e-07
tʃam,1,9.895e-07
tʃafts,1,9.895e-07
tʃaɪt,1,9.895e-07
tʃaːrt,1,9.895e-07
tʃaːls,1,9.895e-07
tʃa,1,9.895e-07
tʃʏts,1,9.895e-07
tʃɒɛ,1,9.895e-07
tʃɪk,1,9.895e-07
tʃɛkt,1,9.895e-07
tʃəs,1,9.895e-07
tɒaʊf,1,9.895e-07
tɒɔɐt,1,9.895e-07
tɒɛnt,1,9.895e-07
tɒœf,1,9.895e-07
tɔps,1,9.895e-07
tɔn,1,9.895e-07
tɔʏp,1,9.895e-07
tɔŋ,1,9.895e-07
tɔɐst,1,9.895e-07
tɔɐm,1,9.895e-07
tɪns,1,9.895e-07
tɪm,1,9.895e-07
tɪkst,1,9.895e-07
tɪj,1,9.895e-07
tɛlts,1,9.895e-07
tɛf,1,9.895e-07
tɛŋ,1,9.895e-07
tɛɐm,1,9.895e-07
tər,1,9.895e-07
tənt,1,9.895e-07
təls,1,9.895e-07
tœlts,1,9.895e-07
tɐç,1,9.895e-07
szɛl,1,9.895e-07
sviː,1,9.895e-07
svants,1,9.895e-07
svans,1,9.895e-07
svœf,1,9.895e-07
suf,1,9.895e-07
stse,1,9.895e-07
streː,1,9.895e-07
straː,1,9.895e-07
strɛf,1,9.895e-07
stjuɐ,1,9.895e-07
steːt,1,9.895e-07
staːrs,1,9.895e-07
staːk,1,9.895e-07
stɔb,1,9.895e-07
stɛr,1,9.895e-07
ssiː,1,9.895e-07
ssʊm,1,9.895e-07
ss,1,9.895e-07
splat,1,9.895e-07
splaːn,1,9.895e-07
splɛt,1,9.895e-07
speːs,1,9.895e-07
spe,1,9.895e-07
spaːr,1,9.895e-07
soːp,1,9.895e-07
snh,1,9.895e-07
snax,1,9.895e-07
snar,1,9.895e-07
snan,1,9.895e-07
snals,1,9.895e-07
snaɪt,1,9.895e-07
snaɪ,1,9.895e-07
snʊts,1,9.895e-07
snɔps,1,9.895e-07
snɔp,1,9.895e-07
snɪts,1,9.895e-07
snɛk,1,9.895e-07
snəs,1,9.895e-07
smuːθ,1,9.895e-07
sma,1,9.895e-07
slt,1,9.895e-07
slɔt,1,9.895e-07
slɪŋ,1,9.895e-07
skraŋ,1,9.895e-07
skaː,1,9.895e-07
skɛps,1,9.895e-07
sjoːm,1,9.895e-07
sjoːŋ,1,9.895e-07
sjɔt,1,9.895e-07
sjœɐk,1,9.895e-07
siːf,1,9.895e-07
sɡeː,1,9.895e-07
sfʏnf,1,9.895e-07
seːnt,1,9.895e-07
seːl,1,9.895e-07
se,1,9.895e-07
sboː,1,9.895e-07
sãː,1,9.895e-07
saz,1,9.895e-07
sasst,1,9.895e-07
sal,1,9.895e-07
saʊnt,1,9.895e-07
saɪz,1,9.895e-07
saɪns,1,9.895e-07
saɪn,1,9.895e-07
saɪd,1,9.895e-07
saɪŋ,1,9.895e-07
saːxt,1,9.895e-07
saːm,1,9.895e-07
saːks,1,9.895e-07
sʏkt,1,9.895e-07
sʊx,1,9.895e-07
sʊɐ,1,9.895e-07
sɒɛs,1,9.895e-07
sɒɛn,1,9.895e-07
sɔlɒ,1,9.895e-07
sɔŋ,1,9.895e-07
sɔɐ,1,9.895e-07
sɪɡ,1,9.895e-07
sɪçt,1,9.895e-07
sɛlps,1,9.895e-07
sɛkst,1,9.895e-07
sɛf,1,9.895e-07
sɛɐn,1,9.895e-07
sɛɐb,1,9.895e-07
sɛ,1,9.895e-07
sət,1,9.895e-07
səm,1,9.895e-07
səlt,1,9.895e-07
sœr,1,9.895e-07
ryːt,1,9.895e-07
ruːs,1,9.895e-07
ros,1,9.895e-07
rol,1,9.895e-07
rit,1,9.895e-07
ril,1,9.895e-07
riːt,1,9.895e-07
riːm,1,9.895e-07
ren,1,9.895e-07
rel,1,9.895e-07
reːb,1,9.895e-07
reːçt,1,9.895e-07
ram,1,9.895e-07
ralf,1,9.895e-07
raʊpt,1,9.895e-07
raʊʃt,1,9.895e-07
raɪss,1,9.895e-07
raɪsp,1,9.895e-07
raɪnt,1,9.895e-07
raɪnʃs,1,9.895e-07
raɪjt,1,9.895e-07
raɪh,1,9.895e-07
raɪʃt,1,9.895e-07
raɪçst,1,9.895e-07
raː̃s,1,9.895e-07
raːtʃ,1,9.895e-07
raːst,1,9.895e-07
raːpt,1,9.895e-07
raːkt,1,9.895e-07
rʏl,1,9.895e-07
rɒa,1,9.895e-07
rɒɔɐt,1,9.895e-07
rɔ̃,1,9.895e-07
rɔx,1,9.895e-07
rɔms,1,9.895e-07
rɔʏs,1,9.895e-07
rɔʏn,1,9.895e-07
rɪtst,1,9.895e-07
rɪls,1,9.895e-07
rɪɡ,1,9.895e-07
rɪçs,1,9.895e-07
rɛstç,1,9.895e-07
rɛss,1,9.895e-07
rɛp,1,9.895e-07
rɛʃ,1,9.895e-07
rɛŋkt,1,9.895e-07
rət,1,9.895e-07
rəp,1,9.895e-07
rənf,1,9.895e-07
rəʊf,1,9.895e-07
rœs,1,9.895e-07
røːs,1,9.895e-07
pstm,1,9.895e-07
pstɒuːɐ,1,9.895e-07
psfoːɐ,1,9.895e-07
psfeːɐ,1,9.895e-07
psɛn,1,9.895e-07
psɛɐ,1,9.895e-07
psəl,1,9.895e-07
psə,1,9.895e-07
proːt,1,9.895e-07
proːs,1,9.895e-07
proːpt,1,9.895e-07
priːn,1,9.895e-07
prem,1,9.895e-07
pralt,1,9.895e-07
praʊxt,1,9.895e-07
praʊn,1,9.895e-07
praɪz,1,9.895e-07
praɪt,1,9.895e-07
praːn,1,9.895e-07
praːk,1,9.895e-07
pra,1,9.895e-07
prʏk,1,9.895e-07
prɔn,1,9.895e-07
prɔmpt,1,9.895e-07
prɔʏ,1,9.895e-07
prɪt,1,9.895e-07
prɪs,1,9.895e-07
prɪns,1,9.895e-07
prɪm,1,9.895e-07
prɛːk,1,9.895e-07
prəm,1,9.895e-07
prøː,1,9.895e-07
ploːm,1,9.895e-07
pliːs,1,9.895e-07
ple,1,9.895e-07
plaɪ,1,9.895e-07
plaːns,1,9.895e-07
plaːnh,1,9.895e-07
plaːk,1,9.895e-07
plaːɡ,1,9.895e-07
plɔs,1,9.895e-07
plɪs,1,9.895e-07
plɪf,1,9.895e-07
plɪʃ,1,9.895e-07
plɛɐ,1,9.895e-07
plɛ,1,9.895e-07
piːr,1,9.895e-07
pfleːkt,1,9.895e-07
pfleːçt,1,9.895e-07
pfleː,1,9.895e-07
pflas,1,9.895e-07
pflants,1,9.895e-07
pflaʊ,1,9.895e-07
pflɪç,1,9.895e-07
pfiːɐ,1,9.895e-07
pfaŋ,1,9.895e-07
pfaːr,1,9.895e-07
pfɔɐts,1,9.895e-07
pfɪt,1,9.895e-07
pfɪf,1,9.895e-07
pfəl,1,9.895e-07
pf,1,9.895e-07
peːtʃ,1,9.895e-07
peːdʒ,1,9.895e-07
peɐ,1,9.895e-07
paps,1,9.895e-07
pʊmp,1,9.895e-07
pʊk,1,9.895e-07
pʊŋks,1,9.895e-07
pʊ,1,9.895e-07
pʃta,1,9.895e-07
pʃaf,1,9.895e-07
pʃʊs,1,9.895e-07
pɔt,1,9.895e-07
pɔsts,1,9.895e-07
pɔn,1,9.895e-07
pɔl,1,9.895e-07
pɔʏnt,1,9.895e-07
pɪn,1,9.895e-07
pɪkt,1,9.895e-07
pɪk,1,9.895e-07
pɪŋk,1,9.895e-07
pɛts,1,9.895e-07
pɛp,1,9.895e-07
pɛːɐ,1,9.895e-07
pœt,1,9.895e-07
pœs,1,9.895e-07
oːp,1,9.895e-07
oːd,1,9.895e-07
nzrəm,1,9.895e-07
nzɔns,1,9.895e-07
nzəl,1,9.895e-07
nzɐ,1,9.895e-07
nyːks,1,9.895e-07
nyːç,1,9.895e-07
nvaːr,1,9.895e-07
nvɪç,1,9.895e-07
ntsl,1,9.895e-07
ntsɪç,1,9.895e-07
ntrɪts,1,9.895e-07
ntrɪ,1,9.895e-07
ntn,1,9.895e-07
nti,1,9.895e-07
ntaːk,1,9.895e-07
ntʃɛk,1,9.895e-07
ntɛn,1,9.895e-07
ntç,1,9.895e-07
ntən,1,9.895e-07
nsvasst,1,9.895e-07
nsvantsç,1,9.895e-07
nsva,1,9.895e-07
nsti,1,9.895e-07
nstal,1,9.895e-07
nsrɐ,1,9.895e-07
nspɛk,1,9.895e-07
nsl,1,9.895e-07
nsɡə,1,9.895e-07
nsbəʃ,1,9.895e-07
nsbə,1,9.895e-07
nruːf,1,9.895e-07
nreːs,1,9.895e-07
nraɪs,1,9.895e-07
nraɪns,1,9.895e-07
nrɪ,1,9.895e-07
nplaːn,1,9.895e-07
nof,1,9.895e-07
noːr,1,9.895e-07
noːm,1,9.895e-07
noːɐ,1,9.895e-07
nkvar,1,9.895e-07
njuː,1,9.895e-07
nja,1,9.895e-07
niːt,1,9.895e-07
niːnst,1,9.895e-07
niːn,1,9.895e-07
niːm,1,9.895e-07
niːl,1,9.895e-07
niːk,1,9.895e-07
niːɐd,1,9.895e-07
nhalt,1,9.895e-07
nhʊn,1,9.895e-07
nɡʏns,1,9.895e-07
nɡʃtiː,1,9.895e-07
nfyː,1,9.895e-07
nfos,1,9.895e-07
nes,1,9.895e-07
neːz,1,9.895e-07
neːs,1,9.895e-07
ndrʊk,1,9.895e-07
ndɛks,1,9.895e-07
ndə,1,9.895e-07
nbiː,1,9.895e-07
nbdɪŋt,1,9.895e-07
nants,1,9.895e-07
naŋs,1,9.895e-07
naɪk,1,9.895e-07
naːz,1,9.895e-07
naːxst,1,9.895e-07
naːxʃ,1,9.895e-07
naːts,1,9.895e-07
naɐts,1,9.895e-07
nʏst,1,9.895e-07
nʏf,1,9.895e-07
nʊndr,1,9.895e-07
nʊnɒ,1,9.895e-07
nʊk,1,9.895e-07
nʊɐç,1,9.895e-07
nʃtraːl,1,9.895e-07
nʃtɪç,1,9.895e-07
nʃtɛk,1,9.895e-07
nʃal,1,9.895e-07
nʃaʊn,1,9.895e-07
nɒi,1,9.895e-07
nɒan,1,9.895e-07
nɒaʊs,1,9.895e-07
nɒaʊf,1,9.895e-07
nɒaːmt,1,9.895e-07
nɒaː,1,9.895e-07
nɒʊts,1,9.895e-07
nɒʊns,1,9.895e-07
nɒɔn,1,9.895e-07
nɒɪn,1,9.895e-07
nɒ,1,9.895e-07
nɔʏt,1,9.895e-07
nɔʏnsç,1,9.895e-07
nɪɐŋts,1,9.895e-07
nɪɐŋ,1,9.895e-07
nɛm,1,9.895e-07
nɛkst,1,9.895e-07
nɛʃ,1,9.895e-07
nɛːɐs,1,9.895e-07
nɛːɐn,1,9.895e-07
nɛɐv,1,9.895e-07
nɛɐf,1,9.895e-07
myːn,1,9.895e-07
myːd,1,9.895e-07
muːɐ,1,9.895e-07
mt,1,9.895e-07
mst,1,9.895e-07
moːs,1,9.895e-07
mneːçs,1,9.895e-07
ml,1,9.895e-07
miːr,1,9.895e-07
miːm,1,9.895e-07
mɡeː,1,9.895e-07
mɡe,1,9.895e-07
matʃ,1,9.895e-07
mars,1,9.895e-07
marktp,1,9.895e-07
marks,1,9.895e-07
maʊs,1,9.895e-07
maθ,1,9.895e-07
maɪnd,1,9.895e-07
maɪk,1,9.895e-07
maɪʃp,1,9.895e-07
maːrt,1,9.895e-07
maːkst,1,9.895e-07
maːd,1,9.895e-07
mʏt,1,9.895e-07
mʊm,1,9.895e-07
mʊf,1,9.895e-07
mʊŋs,1,9.895e-07
mʃtɛt,1,9.895e-07
mɒap,1,9.895e-07
mɔxt,1,9.895e-07
mɔts,1,9.895e-07
mɔl,1,9.895e-07
mɔʏn,1,9.895e-07
mɔʏ,1,9.895e-07
mɔɐt,1,9.895e-07
mɔɐɡ,1,9.895e-07
mɪz,1,9.895e-07
mɪm,1,9.895e-07
mɪlç,1,9.895e-07
mɪks,1,9.895e-07
mɪçt,1,9.895e-07
mɛtʃ,1,9.895e-07
mɛnɒ,1,9.895e-07
mɛç,1,9.895e-07
mɛːl,1,9.895e-07
mɛːç,1,9.895e-07
mɛɐtʃ,1,9.895e-07
mɛɐs,1,9.895e-07
mɛ,1,9.895e-07
mənt,1,9.895e-07
mœk,1,9.895e-07
mœʃ,1,9.895e-07
mœɐs,1,9.895e-07
mɐl,1,9.895e-07
møːk,1,9.895e-07
lut,1,9.895e-07
luːp,1,9.895e-07
luːɐ,1,9.895e-07
lõː,1,9.895e-07
loːp,1,9.895e-07
loːɡ,1,9.895e-07
loːɐ,1,9.895e-07
ljuː,1,9.895e-07
liːtʃ,1,9.895e-07
liːr,1,9.895e-07
liːmmt,1,9.895e-07
liːɡ,1,9.895e-07
liːfs,1,9.895e-07
leːz,1,9.895e-07
leːnt,1,9.895e-07
leːç,1,9.895e-07
last,1,9.895e-07
lap,1,9.895e-07
laf,1,9.895e-07
laʊx,1,9.895e-07
laʃ,1,9.895e-07
laŋɒ,1,9.895e-07
laɪst,1,9.895e-07
laɪptsç,1,9.895e-07
laɪpts,1,9.895e-07
laɪm,1,9.895e-07
laɪl,1,9.895e-07
laɪh,1,9.895e-07
laːtʃt,1,9.895e-07
laːt,1,9.895e-07
laːks,1,9.895e-07
laːh,1,9.895e-07
laːɡ,1,9.895e-07
lʊp,1,9.895e-07
lʊŋk,1,9.895e-07
lɒar,1,9.895e-07
lɒaʊf,1,9.895e-07
lɒa,1,9.895e-07
lɔfs,1,9.895e-07
lɪz,1,9.895e-07
lɪns,1,9.895e-07
lɪmp,1,9.895e-07
lɪŋt,1,9.895e-07
lɪŋs,1,9.895e-07
lɪŋks,1,9.895e-07
lɪçs,1,9.895e-07
lɛsp,1,9.895e-07
lɛps,1,9.895e-07
lɛm,1,9.895e-07
lɛks,1,9.895e-07
lɛŋst,1,9.895e-07
lɛŋkt,1,9.895e-07
lɛŋk,1,9.895e-07
lɛː,1,9.895e-07
lɛɐç,1,9.895e-07
lət,1,9.895e-07
lənd,1,9.895e-07
ləʊ,1,9.895e-07
ləŋ,1,9.895e-07
lœs,1,9.895e-07
lœr,1,9.895e-07
lœk,1,9.895e-07
lœɐ,1,9.895e-07
lɐs,1,9.895e-07
løːs,1,9.895e-07
kvoː,1,9.895e-07
kviːn,1,9.895e-07
kveːlt,1,9.895e-07
kveːk,1,9.895e-07
kvɪt,1,9.895e-07
kvɛns,1,9.895e-07
kvɛː,1,9.895e-07
kv,1,9.895e-07
kuːx,1,9.895e-07
ksy,1,9.895e-07
ksvɔx,1,9.895e-07
kstn,1,9.895e-07
ksteː,1,9.895e-07
kstɪʃ,1,9.895e-07
kspaʊz,1,9.895e-07
kso,1,9.895e-07
kskʏç,1,9.895e-07
ksfaɪ,1,9.895e-07
ksa,1,9.895e-07
ksɔft,1,9.895e-07
ksɪs,1,9.895e-07
kruːk,1,9.895e-07
kroːs,1,9.895e-07
kriːn,1,9.895e-07
kreːmt,1,9.895e-07
krants,1,9.895e-07
kran,1,9.895e-07
kramf,1,9.895e-07
kraʊlʃ,1,9.895e-07
kraɪls,1,9.895e-07
kraːmt,1,9.895e-07
kraːd,1,9.895e-07
krʏt,1,9.895e-07
krʏnt,1,9.895e-07
krʏm,1,9.895e-07
krʊm,1,9.895e-07
krʊ,1,9.895e-07
krɔt,1,9.895e-07
krɔs,1,9.895e-07
krɔŋ,1,9.895e-07
krɛp,1,9.895e-07
krɛː,1,9.895e-07
krəts,1,9.895e-07
krøːs,1,9.895e-07
kr,1,9.895e-07
koːz,1,9.895e-07
koːk,1,9.895e-07
koːf,1,9.895e-07
knoː,1,9.895e-07
kni,1,9.895e-07
kneːmnt,1,9.895e-07
knalt,1,9.895e-07
knal,1,9.895e-07
knaʊ,1,9.895e-07
knʏp,1,9.895e-07
knʊm,1,9.895e-07
knɔt,1,9.895e-07
knɪs,1,9.895e-07
knɪf,1,9.895e-07
kmi,1,9.895e-07
kmaːl,1,9.895e-07
kluːk,1,9.895e-07
kluː,1,9.895e-07
klo,1,9.895e-07
kleːpt,1,9.895e-07
kleːp,1,9.895e-07
kle,1,9.895e-07
klatʃ,1,9.895e-07
klaʊns,1,9.895e-07
klaʊn,1,9.895e-07
klaɪsts,1,9.895e-07
klaɪns,1,9.895e-07
klaɪŋ,1,9.895e-07
klaːs,1,9.895e-07
klaːŋ,1,9.895e-07
klʏk,1,9.895e-07
klɔts,1,9.895e-07
klɔk,1,9.895e-07
klɔʏ,1,9.895e-07
klɪps,1,9.895e-07
klɪn,1,9.895e-07
klɪçt,1,9.895e-07
klɛt,1,9.895e-07
klɐ,1,9.895e-07
kløːnt,1,9.895e-07
kjoː,1,9.895e-07
keːts,1,9.895e-07
keːt,1,9.895e-07
keːp,1,9.895e-07
kars,1,9.895e-07
kab,1,9.895e-07
kaʊt,1,9.895e-07
kaʊnts,1,9.895e-07
kaɪɒ,1,9.895e-07
kʏs,1,9.895e-07
kʏns,1,9.895e-07
kʏnft,1,9.895e-07
kʊnts,1,9.895e-07
kʊnfsts,1,9.895e-07
kʊnfs,1,9.895e-07
kʊŋs,1,9.895e-07
kʊɐtʃ,1,9.895e-07
kʃtu,1,9.895e-07
kʃtaɪ,1,9.895e-07
kʃpɪts,1,9.895e-07
kʃaf,1,9.895e-07
kʃʊts,1,9.895e-07
kʃ,1,9.895e-07
kɒyː,1,9.895e-07
kɒeːn,1,9.895e-07
kɒʊn,1,9.895e-07
kɒʊŋ,1,9.895e-07
kɒɪns,1,9.895e-07
kɔk,1,9.895e-07
kɔɐt,1,9.895e-07
kɪŋt,1,9.895e-07
kɪɐç,1,9.895e-07
kɛst,1,9.895e-07
kɛp,1,9.895e-07
kɛmt,1,9.895e-07
kɛks,1,9.895e-07
kɛʃ,1,9.895e-07
kɛːz,1,9.895e-07
kɛːs,1,9.895e-07
kɛɐn,1,9.895e-07
kəm,1,9.895e-07
kəlt,1,9.895e-07
kəʊl,1,9.895e-07
kœs,1,9.895e-07
køːn,1,9.895e-07
jyː,1,9.895e-07
juːn,1,9.895e-07
joːns,1,9.895e-07
joːm,1,9.895e-07
jjaː,1,9.895e-07
